gene,is_xlinked,carrier_count_hkgi,sample_size_hkgi,carrier_rate_hkgi,carrier_rate_CI_Lower_hkgi,carrier_rate_CI_Upper_hkgi,carrier_count_chung,sample_size_chung,carrier_rate_chung,carrier_count_sg,carrier_rate_sg,sample_size_gnomAD-EAS,sample_size_gnomAD-NFE,sample_size_gnomAD-AMR,sample_size_gnomAD-AFR,carrier_rate_gnomAD-EAS,carrier_rate_gnomAD-NFE,carrier_rate_gnomAD-AMR,carrier_rate_gnomAD-AFR,acmg_tier_hkgi,acmg_tier_chung,acmg_tier_sg,acmg_tier_gnomAD-EAS,acmg_tier_gnomAD-NFE,acmg_tier_gnomAD-AMR,acmg_tier_gnomAD-AFR,tier_hkgi,tier_chung,tier_sg,tier_gnomAD-EAS,tier_gnomAD-NFE,tier_gnomAD-AMR,tier_gnomAD-AFR,at_risks_couples_count_hkgi,at_risks_couples_rate_hkgi,at_risks_birth_rate_hkgi,actual_at_risks_couples_count_hkgi,actual_at_risks_couples_rate_hkgi,actual_at_risks_child_count_hkgi,actual_at_risks_positive_child_count_hkgi,actual_at_risks_birth_rate_hkgi,Is in NGS dead zone,Found in ClinGen with AR inheritance but missing in OMIM,OMIM/ClinGen AR Phenotype,AFR Exomes GCF,AFR Genomes GCF,AFR combined GCF,AMR Exomes GCF,AMR Genomes GCF,AMR Combined  GCF,ASJ Exomes GCF,ASJ Genomes GCF,ASJ Combined GCF,EAS Exomes GCF,EAS Genomes GCF,EAS Combined GCF,FIN Exomes GCF,FIN Genomes GCF,FIN Combined GCF,MID Exomes GCF,MID Genomes GCF,NFE Exomes GCF,NFE Genomes GCF,NFE Combined GCF,SAS Exomes GCF,SAS Genomes GCF,SAS Combined GCF,ACMG carrier screening list,FINDIS,Comments,MAX AF,Known technical challenges,>90% GCF contributed by a single variant with variant based GCF >0.5% (suppl table 9)
ANOS1,TRUE,1,9367,0.00011,-0.000102472,0.000315988,,,,,,,,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,8698,0.000106758,2.67E-05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQBP1,TRUE,1,9367,0.00011,-0.000102472,0.000315988,,,,,,,,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,8698,0.000106758,2.67E-05,1,0.000347222,1,1,0.00030021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCD1,TRUE,1,9367,0.00011,-0.000102472,0.000315988,,,,,,22448,590031,30019,37545,,0.000102,,,tier_3,tier_3,tier_3,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_4,tier_4,tier_3_xlink,tier_4,tier_4,8698,0.000106758,2.67E-05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTK,TRUE,1,9367,0.00011,-0.000102472,0.000315988,,,,,,,,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,8698,0.000106758,2.67E-05,1,0.000347222,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLCN4,TRUE,1,9367,0.00011,-0.000102472,0.000315988,,,,,,,,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,8698,0.000106758,2.67E-05,1,0.000347222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBE2A,TRUE,1,9367,0.00011,-0.000102472,0.000315988,,,,,,,,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,8698,0.000106758,2.67E-05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,TRUE,1,9367,0.00011,-0.000102472,0.000315988,,,,,,,,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,8698,0.000106758,2.67E-05,1,0.000347222,1,1,0.00030021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTM1,TRUE,1,9367,0.00011,-0.000102472,0.000315988,,,,,,,,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,8698,0.000106758,2.67E-05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFNB1,TRUE,1,9367,0.00011,-0.000102472,0.000315988,,,,,,,,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,8698,0.000106758,2.67E-05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED12,TRUE,1,9367,0.00011,-0.000102472,0.000315988,,,,,,,,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,8698,0.000106758,2.67E-05,1,0.000347222,1,1,0.00030021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDS,TRUE,1,9367,0.00011,-0.000102472,0.000315988,,,,,,,,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,8698,0.000106758,2.67E-05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETFDH,FALSE,179,18065,0.00991,0.008464307,0.011353019,,,,46,0.00836,22448,590031,30019,37545,0.009637,0.002323,0.001702,0.001593,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_3,tier_3,tier_4,tier_4,tier_4,15931,9.76E-05,2.44E-05,0,0,,,,FALSE,FALSE,"Glutaric acidemia IIC, 231680 (3), Autosomal recessive",0.001375,0.001593,0.002055,0.000955,0.001702,0.001203,0.000077,ND,0.000077,0.007026,0.009637,0.007453,0.0003,ND,0.0003,0.000354,ND,0.002213,0.002323,0.002239,0.001421,0.000415,0.001437,0,0,0,0.009636602,0,0
HOGA1,FALSE,158,18065,0.00875,0.007388409,0.01010398,,,,12,0.00218,22448,590031,30019,37545,0.004629,0.006056,0.00471,0.002362,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,12403,7.60E-05,1.90E-05,0,0,,,,FALSE,FALSE,"Hyperoxaluria, primary, type III, 613616 (3), Autosomal recessive",0.001787,0.002362,0.002358,0.003938,0.00471,0.004215,0.022348,0.023631,0.022498,0.003984,0.004629,0.004797,0.002022,0.001319,0.001906,0.00191,ND,0.00657,0.006056,0.006636,0.003145,0.001657,0.00312,0,0,0,0.023631124,0,0
CEP290,FALSE,157,18065,0.00869,0.007337319,0.010044358,,,,60,0.0109,22448,590031,30019,37545,0.000385,0.007062,0.003672,0.005884,tier_2,tier_2,tier_2,tier_2,tier_2,tier_2,tier_2,tier_3,tier_4,tier_2,tier_4,tier_3,tier_4,tier_3,12246,7.51E-05,1.88E-05,3,0.001041667,3,1,0.00030021,FALSE,FALSE,"Leber congenital amaurosis 10, 611755 (3); Joubert syndrome 5, 610188 (3), Autosomal recessive; Senior-Loken syndrome 6, 610189 (3), Autosomal recessive; Meckel syndrome 4, 611134 (3), Autosomal recessive",0.010181,0.005884,0.00932,0.008333,0.003672,0.008774,0.004566,0.00519,0.005471,0.007994,0.000385,0.009745,0.003647,0.000754,0.003685,0.003923,ND,0.006647,0.007062,0.007958,0.008438,0.003321,0.009384,yes,0,0,0.010180733,0,0
SLC12A3,FALSE,148,18065,0.00819,0.006878156,0.00950712,,,,35,0.00636,22448,590031,30019,37545,0.013228,0.009977,0.006279,0.004878,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_3,tier_2,tier_3,tier_3,tier_4,10878,6.67E-05,1.67E-05,0,0,,,,FALSE,FALSE,"Gitelman syndrome, 263800 (3), Autosomal recessive",0.004948,0.004878,0.006019,0.006823,0.006279,0.008702,0.010029,0.006914,0.009817,0.023584,0.013228,0.023583,0.002634,0.001506,0.003451,0.003823,0.013172,0.010567,0.009977,0.010814,0.004604,0.003858,0.005117,0,0,0,0.023584094,0,0
MYO15A,FALSE,139,18065,0.00769,0.006420229,0.008968644,,,,40,0.00727,22448,590031,30019,37545,0.008106,0.003324,0.006019,0.00304,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_3,tier_3,tier_4,tier_3,tier_4,9591,5.88E-05,1.47E-05,0,0,,,,FALSE,FALSE,"Deafness, autosomal recessive 3, 600316 (3), Autosomal recessive",0.003524,0.00304,0.003961,0.00587,0.006019,0.007067,0.002053,0.001737,0.002045,0.004084,0.008106,0.005497,0.002013,0.001694,0.002063,0.002081,ND,0.003629,0.003324,0.003704,0.002607,0.003313,0.003527,0,0,0,0.008105747,0,0
TRIOBP,FALSE,137,18065,0.00758,0.006318647,0.008848804,,,,27,0.00491,22448,590031,30019,37545,0.000772,0.000854,0.001048,0.001127,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,9316,5.71E-05,1.43E-05,0,0,,,,FALSE,FALSE,"Deafness, autosomal recessive 28, 609823 (3), Autosomal recessive",0.000899,0.001127,0.001552,0.000856,0.001048,0.00102,0.000153,0.000576,0.000203,0.001162,0.000772,0.001223,0.000267,ND,0.000267,0.003072,ND,0.001051,0.000854,0.001063,0.000869,0.000828,0.000882,0,0,0,0.003071628,0,0
MMUT,FALSE,136,18065,0.00753,0.006267882,0.008788858,12,1543,0.0078,17,0.00309,22448,590031,30019,37545,0.005011,0.002735,0.001963,0.004542,tier_2,tier_2,tier_2,tier_2,tier_2,tier_2,tier_2,tier_3,tier_3,tier_4,tier_3,tier_4,tier_4,tier_4,9180,5.63E-05,1.41E-05,0,0,,,,FALSE,FALSE,"Methylmalonic aciduria, mut(0) type, 251000 (3), Autosomal recessive",0.004819,0.004542,0.005921,0.004871,0.001963,0.004968,0.003216,0.003461,0.004307,0.004664,0.005011,0.00571,0.001086,0.00132,0.001282,0.004167,ND,0.002712,0.002735,0.002847,0.002417,0.003731,0.004154,yes,0,0,0.005921426,0,0
ACADSB,FALSE,135,18065,0.00747,0.006217134,0.008728894,,,,1,0.000182,22448,590031,30019,37545,0.00617,0.002264,0.002224,0.002693,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_3,tier_4,tier_4,tier_4,9045,5.54E-05,1.39E-05,0,0,,,,FALSE,FALSE,"2-methylbutyrylglycinuria, 610006 (3), Autosomal recessive",0.00287,0.002693,0.002812,0.001342,0.002224,0.001796,ND,ND,ND,0.003734,0.00617,0.004028,0.000075,ND,0.000075,0.004526,0.006803,0.001781,0.002264,0.001841,0.000651,0.000414,0.000668,0,0,0,0.006802721,0,0
FMO3,FALSE,135,18065,0.00747,0.006217134,0.008728894,,,,29,0.00527,22448,590031,30019,37545,0.006181,0.00244,0.001308,0.000434,tier_3,tier_3,tier_3,tier_3,tier_3,tier_3,tier_3,tier_3,tier_4,tier_3,tier_3,tier_4,tier_4,tier_4,9045,5.54E-05,1.39E-05,0,0,,,,FALSE,FALSE,"Trimethylaminuria, 602079 (3), Autosomal recessive",0.000777,0.000434,0.000729,0.001611,0.001308,0.001655,0.003751,0.004035,0.003793,0.006299,0.006181,0.006326,0.000075,0.000189,0.0001,0.005216,ND,0.003029,0.00244,0.003002,0.001183,0.00166,0.002014,yes,0,0,0.006326272,0,0
TYR,FALSE,133,18065,0.00736,0.006115691,0.008608915,,,,28,0.00509,22448,590031,30019,37545,0.007359,0.019874,0.014021,0.006125,tier_2,tier_2,tier_2,tier_2,tier_2,tier_2,tier_2,tier_3,tier_4,tier_3,tier_3,tier_2,tier_2,tier_3,8778,5.38E-05,1.34E-05,1,0.000347222,2,1,0.00030021,FALSE,FALSE,"Albinism, oculocutaneous, type IB, 606952 (3), Autosomal recessive; Albinism, oculocutaneous, type IA, 203100 (3), Autosomal recessive",0.004125,0.006125,0.006439,0.012257,0.014021,0.014067,0.049782,0.04501,0.049249,0.005751,0.007359,0.007835,0.023725,0.023162,0.023707,0.020527,0.013605,0.018731,0.019874,0.019406,0.010663,0.011191,0.011695,yes,0,0,0.049781927,0,0
PEX1,FALSE,130,18065,0.0072,0.00596366,0.008428811,,,,9,0.00164,22448,590031,30019,37545,0.003852,0.00494,0.002618,0.00135,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,8385,5.14E-05,1.28E-05,0,0,,,,FALSE,FALSE,"Heimler syndrome 1, 234580 (3), Autosomal recessive; Peroxisome biogenesis disorder 1B (NALD/IRD), 601539 (3), Autosomal recessive; Peroxisome biogenesis disorder 1A (Zellweger), 214100 (3), Autosomal recessive",0.001749,0.00135,0.002185,0.001582,0.002618,0.003093,0.000615,ND,0.000615,0.002376,0.003852,0.003344,0.000757,0.000377,0.000765,0.000483,ND,0.004871,0.00494,0.005061,0.001675,0.001243,0.002514,0,0,0,0.005060716,0,0
DNAH11,FALSE,130,18065,0.0072,0.00596366,0.008428811,,,,35,0.00636,22448,590031,30019,37545,0.0027,0.00347,0.001964,0.002076,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_3,tier_4,tier_4,tier_4,tier_4,8385,5.14E-05,1.28E-05,0,0,,,,FALSE,FALSE,"Ciliary dyskinesia, primary, 7, with or without situs inversus, 611884 (3), Autosomal recessive",0.002746,0.002076,0.003301,0.002956,0.001964,0.004037,0.004556,0.004032,0.004526,0.002897,0.0027,0.003798,0.001163,0.00113,0.00134,0.005248,ND,0.0031,0.00347,0.003294,0.003325,0.001664,0.003765,0,0,0,0.005248327,0,0
MPZL2,FALSE,127,18065,0.00703,0.005811797,0.008248541,,,,,,22448,590031,30019,37545,0.012722,0.002852,0.004713,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_2,tier_4,tier_4,tier_4,8001,4.90E-05,1.23E-05,1,0.000347222,1,1,0.00030021,FALSE,FALSE,"Deafness, autosomal recessive 111, 618145 (3), Autosomal recessive",0.00077,0.000241,0.000501,0.004543,0.004713,0.004583,0.007122,0.006912,0.007097,0.010358,0.012722,0.010651,ND,ND,ND,0.002774,ND,0.001732,0.002852,0.001797,0.00102,0.002487,0.001099,0,0,"single variant contributes >90% of GCF (ASJ), see suppl table 9",0.012721963,0,"yes (ASJ, EAS)"
DUOXA2,FALSE,117,18065,0.00648,0.005306865,0.00764636,,,,,,22448,590031,30019,37545,0.007335,0.000235,0.000131,0.000097,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_3,tier_4,tier_4,tier_4,6786,4.16E-05,1.04E-05,0,0,,,,FALSE,FALSE,"Thyroid dyshormonogenesis 5, 274900 (3), Autosomal recessive",ND,0.000097,0.000097,0.000182,0.000131,0.000313,ND,ND,ND,0.005988,0.007335,0.006183,ND,ND,ND,ND,ND,0.000271,0.000235,0.00027,0.001902,0.000829,0.001855,0,0,0,0.00733547,0,0
WRN,FALSE,113,18065,0.00626,0.005105484,0.007404896,,,,27,0.00491,22448,590031,30019,37545,0.002698,0.001824,0.002627,0.001449093,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,6328,3.88E-05,9.70E-06,0,0,,,,FALSE,FALSE,"Werner syndrome, 277700 (3), Autosomal recessive",0.00122564,0.001449093,0.002085,0.001943,0.002627,0.002451,0.003235,0.001153,0.003065,0.003334,0.002698,0.004418,0.000939,0.000757,0.001135,0.001072,ND,0.001797,0.001824,0.001961,0.001694,0.001657,0.002514,0,0,0,0.004417869,0,0
F7,FALSE,111,18065,0.00614,0.005004929,0.007284028,,,,5,0.000909,22448,590031,30019,37545,0.001928,0.002501,0.003792,0.001543,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,6105,3.74E-05,9.35E-06,0,0,,,,FALSE,FALSE,"Factor VII deficiency, 227500 (3), Autosomal recessive",0.001076,0.001543,0.001672,0.003445,0.003792,0.003866,0.000077,ND,0.000077,0.00215,0.001928,0.002585,0.001645,0.002261,0.001749,0.00486,0.006329,0.00206,0.002501,0.002098,0.008947,0.005798,0.009261,0,0,0,0.009260974,0,0
LAMA3,FALSE,111,18065,0.00614,0.005004929,0.007284028,,,,90,0.0164,22448,590031,30019,37545,0.000771,0.000559,0.000131,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_2,tier_4,tier_4,tier_4,tier_4,6105,3.74E-05,9.35E-06,0,0,,,,FALSE,FALSE,"Epidermolysis bullosa, junctional 2A, intermediate, 619783 (3), Autosomal recessive; Epidermolysis bullosa, junctional 2C, laryngoonychocutaneous, 245660 (3), Autosomal recessive; Epidermolysis bullosa, junctional 2B, severe, 619784 (3), Autosomal recessive",0.000546,0.000241,0.000473,0.000407,0.000131,0.000537,ND,ND,ND,0.000657,0.000771,0.000599,0.000113,0.000189,0.000302,ND,ND,0.000533,0.000559,0.000668,0.001281,0.001244,0.001302,0,0,0,0.001301569,0,0
CAPN3,FALSE,108,18065,0.00598,0.004854273,0.00710255,,,,28,0.00509,22448,590031,30019,37545,0.005409,0.005794,0.004579,0.003772,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_3,tier_3,tier_3,tier_4,tier_4,5778,3.54E-05,8.85E-06,0,0,,,,FALSE,FALSE,"Muscular dystrophy, limb-girdle, autosomal recessive 1, 253600 (3), Autosomal recessive",0.003337,0.003772,0.004593,0.004046,0.004579,0.005181,0.000536,ND,0.000536,0.006906,0.005409,0.007141,0.001311,0.000566,0.001713,0.004297,ND,0.006181,0.005794,0.006259,0.00223,0.002071,0.002305,0,0,0,0.007140833,0,0
TH,FALSE,108,18065,0.00598,0.004854273,0.00710255,,,,22,0.004,22448,590031,30019,37545,0.002328,0.000706,0.000523,0.000868,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,5778,3.54E-05,8.85E-06,0,0,,,,FALSE,FALSE,"Segawa syndrome, recessive, 605407 (3), Autosomal recessive",0.000502,0.000868,0.001051,0.000762,0.000523,0.000843,0.000163,0.000576,0.000221,0.001906,0.002328,0.002063,0.000115,ND,0.000115,0.001072,ND,0.000674,0.000706,0.000687,0.000758,0.001244,0.000812,0,0,0,0.002328016,0,0
OCA2,FALSE,100,18065,0.00554,0.004453622,0.00661751,,,,14,0.00254,22448,590031,30019,37545,0.001934,0.015056,0.004318,0.013981,tier_2,tier_2,tier_2,tier_2,tier_2,tier_2,tier_2,tier_3,tier_4,tier_4,tier_4,tier_2,tier_4,tier_2,4950,3.03E-05,7.58E-06,0,0,,,,FALSE,FALSE,"Albinism, brown oculocutaneous, 203200 (3), Autosomal recessive; Albinism, oculocutaneous, type II, 203200 (3), Autosomal recessive",0.014331,0.013981,0.014674,0.006941,0.004318,0.00713,0.007501,0.007488,0.007499,0.001688,0.001934,0.001818,0.002136,0.003771,0.002608,0.002432,0.006329,0.018802,0.015056,0.018667,0.001699,0.001658,0.002125,yes,0,single well-known variant contributes >90% of GCF (ASJ). See suppl table 9,0.018801808,0,yes (ASJ)
SLC25A20,FALSE,97,18065,0.00537,0.004303819,0.006435179,,,,13,0.00236,22448,590031,30019,37545,0.001157,0.000353,0.000393,0.001737,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,4656,2.85E-05,7.13E-06,0,0,,,,FALSE,FALSE,"Carnitine-acylcarnitine translocase deficiency, 212138 (3), Autosomal recessive",0.000838,0.001737,0.001478,0.000716,0.000393,0.000777,ND,ND,ND,0.001721,0.001157,0.001668,0.000037,ND,0.000037,ND,ND,0.000384,0.000353,0.00039,0.00007,0.000415,0.000484,0,0,0,0.001736959,0,0
AIRE,FALSE,96,18065,0.00531,0.004253941,0.006374346,,,,15,0.00273,22448,590031,30019,37545,0.004242,0.004442,0.003267,0.001737,tier_3,tier_3,tier_3,tier_3,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,4560,2.79E-05,6.99E-06,0,0,,,,FALSE,FALSE,"Autoimmune polyendocrinopathy syndrome , type I, with or without reversible metaphyseal dysplasia, 240300 (3), Autosomal recessive",0.000845,0.001737,0.001961,0.001378,0.003267,0.002315,0.000309,ND,0.000309,0.001622,0.004242,0.002664,0.010118,0.00979,0.010237,0.002005,ND,0.00462,0.004442,0.004717,0.000611,0.001244,0.000679,yes,yes,"Single well-known founder variant contributes >90% of GCF (FIN), see suppl table 9",0.01023747,0,yes (FIN)
C6,FALSE,96,18065,0.00531,0.004253941,0.006374346,,,,,,22448,590031,30019,37545,0.001928,0.009057,0.006935,0.04365,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_4,tier_3,tier_3,tier_2,4560,2.79E-05,6.99E-06,0,0,,,,FALSE,FALSE,"C6 deficiency, 612446 (3), Autosomal recessive; Combined C6/C7 deficiency (3)",0.046563,0.04365,0.045204,0.006017,0.006935,0.006645,0.004978,0.004037,0.004886,0.000661,0.001928,0.000825,0.001987,0.002072,0.002001,0.006279,0.006803,0.007253,0.009057,0.007387,0.0041,0.006215,0.004221,0,0,"Single variant contributes >90% of GCF (NFE), see suppl table 9. This variant has conflicting interpretations in ClinVar.",0.046562721,0,yes (NFE)
GCDH,FALSE,96,18065,0.00531,0.004253941,0.006374346,,,,27,0.00491,22448,590031,30019,37545,0.00541,0.004979,0.004062,0.005412,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_3,tier_4,tier_4,tier_3,4560,2.79E-05,6.99E-06,0,0,,,,FALSE,FALSE,"Glutaricaciduria, type I, 231670 (3), Autosomal recessive",0.00561,0.005412,0.006449,0.00426,0.004062,0.004851,0.000631,ND,0.000631,0.003234,0.00541,0.005049,0.002585,0.003018,0.003203,0.004298,ND,0.004866,0.004979,0.004967,0.004103,0.001657,0.004074,0,0,0,0.006448942,0,0
PKHD1,FALSE,95,18065,0.00526,0.004204092,0.006313483,,,,31,0.00563,22448,590031,30019,37545,0.003086,0.007558,0.004451,0.003624,tier_3,tier_3,tier_3,tier_3,tier_3,tier_3,tier_3,tier_3,tier_4,tier_3,tier_4,tier_3,tier_4,tier_4,4465,2.74E-05,6.84E-06,0,0,,,,FALSE,FALSE,"Polycystic kidney disease 4, with or without hepatic disease, 263200 (3), Autosomal recessive",0.004045,0.003624,0.00592,0.004307,0.004451,0.005553,0.001,0.001153,0.001545,0.012787,0.003086,0.012826,0.024914,0.028098,0.025515,0.005324,ND,0.007552,0.007558,0.008078,0.004131,0.004149,0.005085,yes,0,0,0.028097997,0,0
GAA,FALSE,95,18065,0.00526,0.004204092,0.006313483,13,1543,0.0084,80,0.0145,22448,590031,30019,37545,0.006168,0.01839,0.01896,0.012155,tier_2,tier_2,tier_2,tier_2,tier_2,tier_2,tier_2,tier_3,tier_3,tier_2,tier_3,tier_2,tier_2,tier_2,4465,2.74E-05,6.84E-06,0,0,,,,FALSE,FALSE,"Glycogen storage disease II, 232300 (3), Autosomal recessive",0.009007,0.012155,0.012331,0.008168,0.01896,0.01243,0.011304,0.013256,0.011688,0.005589,0.006168,0.007438,0.002194,0.00113,0.002658,0.006459,0.006803,0.020002,0.01839,0.020167,0.007655,0.0058,0.007717,yes,0,"Single well-known variant contributes >90% of GCF (ASJ), see suppl table 9.",0.020167318,0,yes (ASJ)
TTLL5,FALSE,95,18065,0.00526,0.004204092,0.006313483,,,,9,0.00164,22448,590031,30019,37545,0.00578,0.001301,0.001178,0.00135,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_3,tier_4,tier_4,tier_4,4465,2.74E-05,6.84E-06,0,0,,,,FALSE,FALSE,"Cone-rod dystrophy 19, 615860 (3), Autosomal recessive",0.001603,0.00135,0.001601,0.000853,0.001178,0.001148,0.000459,0.000576,0.000473,0.002247,0.00578,0.003737,0.00049,0.000754,0.000716,0.000694,0.006329,0.001188,0.001301,0.001271,0.002185,0.001657,0.002602,0,0,0,0.006329114,0,0
TPO,FALSE,95,18065,0.00526,0.004204092,0.006313483,,,,22,0.004,22448,590031,30019,37545,0.003114,0.003442,0.001964,0.001351,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,4465,2.74E-05,6.84E-06,0,0,,,,FALSE,FALSE,"Thyroid dyshormonogenesis 2A, 274500 (3), Autosomal recessive",0.001152,0.001351,0.001398,0.003921,0.001964,0.003882,0.001454,0.000576,0.001351,0.002272,0.003114,0.00282,0.005568,0.003024,0.005008,0.001517,0.006803,0.003562,0.003442,0.003568,0.002118,0.003315,0.002631,0,0,0,0.006802721,0,0
MMACHC,FALSE,95,18065,0.00526,0.004204092,0.006313483,,,,22,0.004,22448,590031,30019,37545,0.00501,0.004822,0.009023,0.002603,tier_3,tier_3,tier_3,tier_3,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_3,tier_4,tier_3,tier_4,4465,2.74E-05,6.84E-06,0,0,,,,FALSE,FALSE,"Methylmalonic aciduria and homocystinuria, cblC type, 277400 (3), Autosomal recessive",0.00316,0.002603,0.003229,0.00951,0.009023,0.009973,0.006045,0.004611,0.005886,0.002675,0.00501,0.003768,0.000337,ND,0.000337,0.005821,ND,0.004438,0.004822,0.004529,0.00396,0.007044,0.004951,0,0,"Single well-known variant contributes >90% of GCF (ASJ), see suppl table 9",0.009973107,0,yes (ASJ)
SPINK5,FALSE,94,18065,0.0052,0.004154273,0.006252591,,,,30,0.00545,22448,590031,30019,37545,0.000387,0.001531,0.000787,0.000871,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_3,tier_4,tier_4,tier_4,tier_4,4371,2.68E-05,6.70E-06,0,0,,,,FALSE,FALSE,"Netherton syndrome, 256500 (3), Autosomal recessive",0.002373,0.000871,0.002262,0.004747,0.000787,0.005311,0.001596,0.000576,0.001592,0.002436,0.000387,0.002463,0.002109,0.000189,0.001985,0.001754,ND,0.002429,0.001531,0.002419,0.002474,0.000851,0.002436,0,0,0,0.005311374,0,0
